Index,Sample,SiteN,Site,Sitecode,Spp,Date,Month,Year,Collector,Al,As,Ca,Cl,Cu,Fe,K,Mg,Mn,Mo,P,Pb,Rb,S,Si,Sr,Th,U,V,Zn
801,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,177.80,35.81,103677.53,7733.06,4.20,2.10,6369.19,6332.78,88.31,5.04,394.43,1.40,34.69,17309.03,2386.99,2209.43,7.29,19.49,2.10,3.50
802,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,553.98,30.46,131632.82,10074.05,4.20,2.10,6160.50,3997.62,56.76,0.80,352.99,1.40,41.98,9500.69,2384.32,1855.52,10.09,24.31,2.10,3.50
803,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,222.30,31.76,122909.50,10084.62,4.20,2.10,6575.42,6765.16,59.21,0.80,340.73,1.40,44.61,10395.30,2379.49,1835.93,10.51,26.14,2.10,3.50
804,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,174.67,32.82,106804.35,11227.13,4.20,3.42,7373.65,2061.60,56.89,0.80,345.99,1.40,46.00,10924.21,2359.57,1963.16,10.03,26.12,2.10,3.50
805,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,421.58,31.86,122810.79,10144.57,4.20,2.10,6547.73,11597.84,72.89,0.80,346.81,1.40,45.25,10163.73,2448.68,1902.12,9.42,25.24,2.10,3.50
806,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,193.90,31.61,129963.59,9809.34,4.20,2.10,6000.51,2061.60,57.01,0.80,342.28,1.40,42.68,9466.18,2383.41,1889.63,9.62,23.93,2.10,3.50
807,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,192.81,39.81,107034.67,10158.28,4.20,16.68,6964.28,6618.07,74.00,0.80,348.62,1.40,51.35,11261.06,2927.09,1904.62,11.49,25.80,2.10,3.50
808,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,170.23,39.85,115154.70,10079.47,4.20,3.71,6977.52,3932.73,62.52,0.80,363.02,1.40,52.65,10555.87,2918.05,1880.10,11.30,21.92,2.10,3.50
809,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,196.29,37.28,92991.53,11307.65,4.20,6.46,8312.04,7203.18,81.01,0.80,360.94,1.40,45.53,12509.67,2797.99,1815.39,8.77,28.46,2.10,3.50
810,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,99.00,38.32,81772.55,9832.69,4.20,2.10,7533.26,2482.82,71.72,0.80,330.25,1.40,52.86,11739.80,2467.06,1793.18,12.23,31.03,2.10,3.50
811,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,287.75,41.49,86569.72,11719.00,4.20,5.10,8594.40,9339.48,70.67,0.80,356.06,1.40,46.78,13104.24,2807.56,1833.42,9.39,25.95,2.10,3.50
812,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,767.21,37.38,133630.11,8790.23,4.20,8.39,5884.60,5359.40,49.66,0.80,358.53,1.40,48.55,9802.88,2921.83,1870.84,9.31,19.88,2.10,3.50
813,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,99.00,38.83,104327.13,10016.17,4.20,8.29,7183.77,6347.54,77.77,0.80,356.69,1.40,52.49,11159.48,2786.58,1813.49,10.98,24.65,2.10,3.50
814,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,99.00,40.49,112352.11,10379.83,4.20,12.31,7091.13,6155.67,72.26,0.80,359.35,1.40,53.48,11571.77,3063.11,1821.52,9.97,20.85,2.10,3.50
815,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,365.69,40.17,110148.71,9919.07,4.20,10.31,7133.48,7395.79,62.91,0.80,353.70,1.40,51.52,10915.86,2823.49,1895.05,10.18,24.79,2.10,3.50
816,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,342.40,37.17,107464.38,10112.67,4.20,11.73,7214.79,5787.86,59.63,0.80,354.43,1.40,52.90,10880.87,3247.24,1838.06,8.99,22.49,2.10,3.50
817,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,99.00,44.92,63343.63,26847.82,4.20,2.10,14625.08,6657.33,63.40,0.80,370.88,1.40,63.45,14810.54,2214.59,1981.55,10.64,21.48,2.10,3.50
818,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,99.00,38.04,67847.27,28481.85,4.20,2.10,13880.43,4231.45,65.99,0.80,360.15,1.40,55.17,13824.69,1870.62,1817.30,10.25,23.30,2.10,3.50
819,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,99.00,47.67,79894.82,26070.10,4.20,2.10,13264.18,2061.60,56.81,0.80,354.61,1.40,62.12,13799.95,2134.46,1950.05,10.79,21.68,2.10,3.50
820,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,99.00,41.19,66289.03,29081.09,4.20,2.10,14310.97,12465.98,51.22,0.80,361.31,1.40,60.20,14320.12,1954.86,1909.94,10.64,26.08,2.10,3.50
821,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,267.85,46.37,72844.31,26457.97,4.20,2.10,13895.60,2061.60,78.28,0.80,366.93,1.40,59.66,14451.97,2300.49,1967.70,10.42,19.96,2.10,3.50
827,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,99.00,36.79,90979.83,22786.22,26.27,2.10,11753.71,2061.60,58.59,0.80,366.66,1.40,53.20,11458.69,2201.64,1698.47,7.21,28.84,2.10,3.50
828,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,99.00,40.02,105099.29,19189.35,4.20,2.10,10470.00,5014.93,50.24,0.80,344.34,1.40,52.58,11063.34,2034.75,1947.05,9.50,21.40,2.10,3.50
829,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,99.00,44.56,120834.72,20624.47,4.20,2.10,10330.67,14266.50,46.48,0.80,342.53,1.40,54.09,10923.29,2204.36,2010.05,9.26,21.75,2.10,3.50
830,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,463.35,43.98,102982.09,23153.22,4.20,2.10,11930.22,20847.07,60.65,0.80,348.86,1.40,53.48,12097.18,1904.19,1984.82,10.85,17.95,2.10,3.50
831,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,298.14,39.85,128857.47,18774.03,4.20,2.10,9996.63,6389.63,64.43,0.80,369.77,1.40,52.86,11328.16,2139.91,2083.37,8.63,14.68,2.10,3.50
832,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,168.49,96.43,60142.56,19174.94,4.20,2.10,22064.92,3411.24,147.44,0.80,329.64,1.40,41.31,12037.82,1284.61,1777.90,6.83,26.35,2.10,3.50
833,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,396.77,87.38,64102.86,18906.16,4.20,2.10,20776.98,6191.88,131.96,0.80,325.00,1.40,39.57,12040.72,1343.31,1741.56,6.18,27.76,2.10,3.50
834,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,99.00,9.28,77995.04,15969.95,4.20,2.10,17738.02,8668.06,130.63,0.80,334.04,1.40,40.17,11165.00,1585.79,1765.26,7.26,27.18,2.10,3.50
835,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,99.00,90.24,57984.45,17474.10,4.20,2.10,19090.49,2061.60,138.63,0.80,313.54,1.40,35.51,11690.70,1399.28,1635.18,5.39,29.86,2.10,3.50
836,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,246.56,94.74,73460.85,16759.16,4.20,2.10,18939.39,6944.03,154.99,0.80,322.72,1.40,40.67,11330.14,1621.59,1765.29,6.12,26.08,3.77,3.50
837,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,99.00,132.11,76590.36,25811.89,4.20,2.10,25690.70,2061.60,57.13,0.80,359.39,1.40,61.99,13296.69,1687.67,1795.04,9.62,16.22,2.10,3.50
838,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,295.62,128.84,74952.20,26941.62,4.20,2.10,26243.86,2061.60,63.87,0.80,363.14,1.40,65.82,13398.14,1663.63,1752.69,10.68,17.35,2.10,3.50
839,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,369.82,139.51,69509.58,28496.40,4.20,2.10,28874.12,9621.71,83.40,0.80,360.09,1.40,60.86,13530.62,1529.02,1785.77,8.39,13.93,2.10,3.50
840,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,225.00,134.32,76383.03,26571.27,4.20,2.10,26160.50,10114.43,82.65,0.80,373.81,1.40,67.23,13153.17,1726.23,1760.58,10.67,16.01,2.10,3.50
841,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,99.00,127.38,89768.16,24507.76,4.20,2.10,23466.05,8588.77,56.80,0.80,352.61,1.40,66.28,12770.85,1775.40,1834.67,8.43,14.96,2.10,3.50
842,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,387.56,124.30,30820.07,33396.59,4.20,2.10,34452.20,8010.18,55.62,0.80,303.17,1.40,70.19,12448.59,1070.82,1677.76,9.32,24.78,2.10,3.50
843,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,258.56,101.49,33122.58,29921.93,4.20,2.10,31796.31,2851.19,43.65,0.80,292.35,1.40,64.52,12263.45,880.20,1725.69,9.20,29.52,2.10,3.50
844,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,300.59,115.44,34987.26,34827.42,4.20,2.10,35264.72,6628.65,48.75,0.80,311.26,1.40,67.87,12136.88,989.78,1683.50,9.90,25.48,2.10,3.50
845,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,245.99,97.21,26286.18,30541.67,4.20,2.10,33128.04,9308.43,64.90,0.80,294.99,1.40,67.31,12482.72,853.44,1809.84,10.56,29.30,2.10,3.50
846,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,254.19,99.53,31735.92,29860.64,4.20,2.10,32026.81,4209.12,63.83,0.80,310.24,1.40,65.01,12564.18,1181.98,1781.49,9.80,28.44,2.10,3.50
847,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,99.00,121.26,43591.46,29224.00,4.20,2.10,28800.23,2061.60,75.34,0.80,336.19,1.40,63.78,12352.01,1097.55,1872.88,8.76,27.77,4.48,3.50
848,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,195.28,126.79,44923.26,25810.39,4.20,2.10,26045.30,7793.34,89.99,0.80,338.43,1.40,61.40,13203.20,1296.71,1881.57,8.30,27.97,3.67,3.50
849,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,99.00,116.85,45813.39,26564.10,4.20,2.10,27058.22,2061.60,73.81,0.80,329.71,1.40,60.52,12611.99,1167.34,1832.34,7.85,27.44,3.88,3.50
850,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,99.00,124.43,45384.09,26016.60,4.20,2.10,26614.41,2061.60,86.35,0.80,342.00,1.40,62.71,13451.70,1123.14,1851.71,9.77,27.85,4.53,3.50
851,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,99.00,89.15,40264.52,21570.61,4.20,2.10,21593.34,2061.60,68.86,0.80,280.30,1.40,50.61,10832.18,1092.36,1567.28,7.07,31.93,3.79,3.50
854,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,99.00,68.64,37259.80,33649.02,4.20,2.10,27679.23,9752.94,127.56,0.80,333.97,1.40,50.84,13761.22,962.82,1722.62,6.66,24.00,2.10,3.50
855,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,443.05,78.28,38299.52,34522.82,4.20,2.10,28136.58,2061.60,114.14,0.80,317.63,1.40,54.27,12603.58,957.62,1644.36,7.31,24.40,2.10,3.50
856,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,99.00,67.90,33411.52,36552.09,4.20,2.10,28493.98,6537.37,93.03,0.80,286.73,1.40,46.85,11655.53,688.06,1490.39,6.87,26.45,2.10,3.50
857,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,99.00,72.92,35632.25,34492.19,4.20,2.10,29685.38,8856.33,104.39,0.80,336.54,1.40,57.87,13385.16,901.31,1681.26,8.72,21.58,2.10,3.50
858,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,99.00,72.61,39395.14,34163.52,4.20,2.10,27923.37,4043.98,103.56,0.80,335.75,1.40,52.39,12885.51,953.25,1671.29,6.18,22.45,2.10,3.50
859,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,216.83,172.09,77410.45,18606.73,4.20,2.10,19821.00,5216.07,63.03,0.80,339.50,1.40,57.05,14043.79,1742.51,1870.00,8.63,23.94,2.10,3.50
860,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,230.69,136.39,70467.15,17991.53,4.20,2.10,18216.97,8249.35,63.45,0.80,312.04,1.40,47.14,13262.26,1672.78,1680.99,7.47,29.25,2.10,3.50
861,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,99.00,155.19,77070.23,18232.19,4.20,2.10,19364.00,10812.13,77.98,0.80,338.65,1.40,61.72,13400.96,1785.66,1839.82,12.17,28.12,2.10,3.50
862,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,99.00,147.87,73995.38,18694.87,4.20,2.10,19743.57,11173.20,94.44,0.80,333.22,1.40,56.44,13393.95,2099.27,1875.96,10.61,28.05,2.10,3.50
863,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,473.31,166.35,82625.96,17436.41,4.20,2.10,18264.37,5294.76,79.16,0.80,332.88,1.40,52.84,13443.26,1775.06,1869.12,10.67,27.54,2.10,3.50
864,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,99.00,64.97,60818.57,13912.96,4.20,2.10,11955.25,10791.35,122.19,0.80,306.22,1.40,35.23,12013.40,1468.00,2011.24,8.93,44.83,2.10,3.50
865,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,262.91,64.99,57622.17,13042.69,4.20,2.10,11363.45,9217.11,121.31,0.80,292.21,1.40,38.04,11767.75,1388.87,2038.76,8.55,42.73,2.10,3.50
866,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,99.00,63.22,52749.04,13511.23,4.20,2.10,11875.36,2061.60,105.42,0.80,297.85,1.40,40.32,11930.37,1311.16,2002.71,9.65,47.63,2.10,3.50
867,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,231.37,60.89,49629.43,12837.29,4.20,2.10,11206.75,2061.60,114.29,0.80,286.62,1.40,37.16,11281.10,1377.60,1912.19,10.89,49.69,2.10,3.50
868,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,362.58,63.98,58229.85,13207.85,4.20,2.10,11652.07,1961.30,144.04,0.80,302.51,1.40,37.41,12184.00,1435.91,2051.10,9.95,46.85,3.27,3.50
869,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,306.10,41.06,139403.70,712.43,4.20,2.10,1779.26,9679.46,83.56,0.80,339.08,1.40,42.71,9795.92,2213.28,2344.89,11.63,38.59,2.10,7.41
870,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,142.53,41.31,123608.63,774.01,4.20,2.10,1989.73,4977.16,112.03,0.80,337.86,1.40,44.79,11536.17,2335.52,2360.27,12.78,39.77,6.68,13.76
871,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,177.03,45.30,105545.15,1072.89,10.53,2.10,2885.97,2261.95,119.52,0.80,368.47,1.40,52.83,15890.29,2473.19,2457.03,11.84,37.42,7.57,11.38
872,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,340.69,39.37,144909.89,707.85,4.20,2.10,1843.95,7520.40,91.10,0.80,341.21,1.40,43.01,9768.08,2168.60,2313.33,11.24,36.58,4.49,8.96
873,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,177.11,37.73,106239.46,746.96,4.20,2.10,1990.52,8530.49,94.19,0.80,312.65,1.40,37.19,11122.20,2072.19,1956.78,9.20,37.35,2.10,13.71
874,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,99.00,45.85,85845.06,2062.92,349.90,2.10,6739.00,10193.85,106.44,0.80,330.47,1.40,69.65,12428.24,2134.75,2188.86,16.40,39.12,2.10,17.78
875,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,99.00,44.20,64520.89,2003.69,375.09,2.10,6839.75,2061.60,112.88,0.80,291.01,1.40,58.08,12920.26,1962.28,1933.83,14.82,46.80,4.33,16.27
876,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,99.00,44.06,77652.18,1932.91,332.81,2.10,6602.71,2061.60,104.98,0.80,323.12,1.40,62.94,12172.50,1987.92,2167.72,16.58,47.95,2.10,15.32
877,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,219.70,47.75,89860.21,1748.25,330.77,2.10,6461.43,1622.43,115.17,0.80,341.70,1.40,68.11,12554.92,2129.69,2198.34,15.57,41.64,4.07,13.94
878,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,251.78,41.25,61177.63,1889.81,332.36,2.10,6685.29,7497.68,87.87,0.80,290.55,1.40,54.91,11975.07,1745.47,1800.13,14.33,46.29,2.10,14.40
883,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,99.00,87.78,28536.01,29985.04,4.20,2.10,24781.15,6989.62,71.78,0.80,299.66,1.40,61.61,14623.84,1098.99,1846.22,9.00,28.60,2.10,3.50
884,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,99.00,71.42,22265.72,33819.16,4.20,2.10,26485.80,7798.01,56.43,0.80,265.73,1.40,57.90,11988.79,609.62,1591.35,8.96,31.05,2.10,3.50
885,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,99.00,88.26,29883.43,32478.59,4.20,2.10,27624.31,4225.56,68.32,0.80,295.44,1.40,60.05,13920.93,1061.76,1844.98,11.10,31.50,2.10,3.50
886,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,356.15,75.22,24227.43,31484.94,4.20,2.10,25726.32,2061.60,77.58,0.80,288.22,1.40,60.95,13274.80,992.31,1662.02,10.02,32.10,2.10,3.50
887,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,99.00,84.86,35462.29,32085.96,4.20,2.10,26993.15,5570.85,66.71,0.80,299.12,1.40,63.72,13921.34,1154.65,1793.21,8.55,28.54,2.10,3.50
888,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,214.92,136.50,68259.36,22350.13,4.20,2.10,23241.35,8890.50,88.73,0.80,350.69,1.40,49.58,15248.64,1787.67,2252.88,9.59,24.51,2.10,3.50
889,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,99.00,113.60,59409.82,18938.07,4.20,2.10,19606.87,2061.60,49.85,0.80,307.16,1.40,46.70,12986.86,1766.81,1773.66,7.68,28.82,2.10,3.50
890,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,369.41,126.05,72571.22,21103.06,4.20,2.10,20888.72,6634.91,77.98,0.80,333.85,1.40,56.71,13701.31,1701.60,2014.28,8.42,23.03,2.10,3.50
891,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,99.00,139.56,55566.06,24347.21,4.20,2.10,25480.22,3578.45,88.84,0.80,336.40,1.40,56.63,14602.26,1653.04,2098.81,9.47,25.61,2.10,3.50
892,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,441.14,131.20,74041.51,24006.20,4.20,2.10,23986.78,3698.28,73.92,0.80,346.52,1.40,53.31,14362.66,1799.32,2202.35,8.21,24.72,2.10,3.50
893,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,99.00,125.69,32257.83,30242.68,4.20,2.10,24923.90,3732.28,86.23,0.80,300.48,1.40,63.41,13257.83,1074.03,1801.62,9.45,27.43,2.10,3.50
894,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,99.00,123.20,43636.74,30543.36,4.20,2.10,23398.14,8013.25,81.59,0.80,308.76,1.40,56.68,13990.93,1027.81,1844.88,9.14,26.04,2.10,3.50
895,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,350.53,97.06,23690.60,29690.01,4.20,2.10,23572.10,4402.64,88.38,0.80,286.19,1.40,53.37,13399.64,855.50,1726.08,7.50,32.10,2.10,3.50
896,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,99.00,127.89,38021.17,31333.98,4.20,2.10,25979.76,7106.54,74.30,0.80,299.16,1.40,54.79,13892.67,883.70,1855.87,7.73,26.28,2.10,3.50
897,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,99.00,121.14,38726.31,31713.42,4.20,2.10,26744.46,9172.97,72.86,0.80,306.49,1.40,59.27,12080.39,758.33,1806.88,8.78,28.21,2.10,3.50
898,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,258.65,117.44,39669.10,40514.76,4.20,2.10,35002.79,2061.60,61.06,0.80,308.42,1.40,74.22,12818.55,832.36,1709.30,10.28,18.62,2.10,3.50
899,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,376.44,128.84,46598.51,38564.16,4.20,2.10,34326.22,9810.70,70.72,0.80,337.25,1.40,74.04,13735.53,926.60,1638.27,9.87,14.66,2.10,3.50
900,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,99.00,122.84,47101.56,35040.15,4.20,2.10,31949.75,5483.23,57.10,0.80,313.07,1.40,73.28,12703.98,959.44,1623.49,10.47,18.70,2.10,3.50
901,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,99.00,120.84,45433.02,38023.07,4.20,2.10,33596.11,2061.60,60.61,0.80,329.88,1.40,71.65,13107.68,906.25,1666.05,10.38,15.95,2.10,3.50
902,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,99.00,137.11,48599.74,37138.09,4.20,2.10,33874.00,6460.75,64.51,0.80,326.83,1.40,71.89,13880.29,1120.65,1647.11,8.84,15.35,2.10,3.50
903,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,99.00,140.53,43289.38,39648.40,4.20,2.10,34438.96,9260.54,56.13,0.80,367.23,1.40,79.64,12935.60,807.70,1812.42,12.53,20.08,2.10,3.50
904,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,99.00,150.11,47628.31,39377.25,4.20,2.10,33652.37,6882.76,52.36,0.80,345.17,1.40,75.79,13066.10,948.13,1762.26,9.26,21.67,3.96,3.50
905,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,99.00,126.54,25895.12,43976.53,4.20,2.10,39051.85,2061.60,40.32,0.80,347.19,1.40,77.81,14102.93,815.02,1809.67,10.73,19.08,2.10,3.50
906,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,224.29,134.87,35254.69,41574.66,4.20,2.10,36207.74,3324.16,53.43,0.80,350.18,1.40,76.97,13224.24,828.31,1790.98,10.73,19.90,2.10,3.50
907,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,99.00,160.00,53581.86,38911.99,4.20,2.10,33169.67,7316.04,57.96,0.80,357.19,1.40,73.36,12946.69,985.61,1759.15,10.65,22.48,4.92,3.50
912,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,225.41,95.71,122803.69,25299.54,4.20,2.10,23460.39,6424.50,76.59,0.80,414.39,1.40,70.15,12840.91,1715.75,1848.55,10.19,10.74,2.10,3.50
913,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,310.80,90.77,115259.47,25600.08,4.20,2.10,23778.02,4578.01,62.99,0.80,388.47,1.40,66.01,12861.41,1602.38,1734.36,10.38,15.18,2.10,3.50
914,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,99.00,97.52,122163.79,24835.93,4.20,2.10,23432.20,3547.20,69.25,0.80,405.30,1.40,72.72,12940.34,1690.93,1830.29,10.25,10.00,2.10,3.50
915,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,99.00,88.43,108762.83,27195.87,4.20,2.10,25464.93,3800.76,61.93,0.80,389.40,1.40,75.77,12943.49,1551.96,1861.91,11.30,14.63,2.10,3.50
916,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,279.69,92.59,115220.67,25889.25,4.20,2.10,24289.57,8583.45,74.40,0.80,401.37,1.40,67.37,13204.85,1548.81,1783.32,10.19,15.40,2.10,3.50
917,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,99.00,86.81,79522.40,30071.55,4.20,2.10,26724.15,2061.60,130.20,0.80,335.79,1.40,54.20,14466.60,1395.53,1697.22,6.44,18.53,2.10,3.50
918,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,99.00,81.00,58724.34,32671.20,4.20,2.10,27079.61,15034.46,104.63,0.80,300.35,1.40,45.45,13902.80,1072.42,1479.33,6.56,22.45,2.10,3.50
919,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,343.89,87.80,74102.30,32144.08,4.20,2.10,28177.29,11420.60,140.53,0.80,332.97,1.40,51.30,14966.57,1206.66,1695.03,6.41,18.62,2.10,3.50
