Index,Sample,SiteN,Site,Sitecode,Spp,Date,Month,Year,Collector,Element,Value
988,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Al,99
989,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Al,443.9
990,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Al,99
991,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Al,215.57
992,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Al,99
997,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Al,99
998,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Al,791.38
999,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Al,275.61
1000,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Al,917.08
1002,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Al,291.12
1001,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Al,99
1003,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Al,99
1004,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Al,99
1005,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Al,99
1006,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Al,501.08
1007,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Al,393.8
1008,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Al,99
1009,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Al,338.87
1010,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Al,99
1011,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Al,99
1012,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Al,99
1013,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Al,488.12
1014,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Al,355.75
1015,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Al,99
1016,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Al,99
1021,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Al,249.93
1022,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Al,523.03
1023,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Al,99
1024,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Al,99
1025,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Al,307.42
1026,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Al,99
1027,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Al,99
1028,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Al,265.33
1029,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Al,343.24
1030,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Al,346.88
1031,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Al,99
1032,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Al,99
1033,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Al,185.69
1034,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Al,349.29
1035,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Al,99
1036,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Al,668.36
1037,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Al,253.43
1038,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Al,389.99
1039,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Al,99
1040,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Al,371.6
680,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,93.66
681,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,95.36
682,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,98.45
683,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,93.25
684,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,101.43
685,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,37.72
686,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,40.92
687,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,43.18
688,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,44.28
689,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,41
690,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,As,36.59
691,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,As,36.91
692,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,As,30.86
693,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,As,37.32
694,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,As,35.08
695,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,41.75
696,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,43.9
697,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,38.89
698,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,44.22
699,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,16.95
700,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,As,157.11
701,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,As,145.44
702,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,As,120.37
703,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,As,139.28
704,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,As,152.61
710,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,As,132.98
711,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,As,143.09
712,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,As,133.76
713,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,As,157.88
714,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,As,142.28
715,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,As,32.7
716,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,As,28.46
717,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,As,34.04
718,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,As,32.97
719,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,As,31.97
720,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,As,194.45
721,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,As,163.5
722,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,As,171.98
723,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,As,196.36
724,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,As,157.22
725,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,As,46.37
726,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,As,46.22
727,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,As,46.52
728,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,As,44.37
729,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,As,40.21
730,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,35.4
731,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,27.6
732,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,35.12
733,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,34.72
734,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,35.4
737,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,As,42.64
738,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,As,37.13
739,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,As,43.3
740,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,As,43.71
741,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,As,37.79
742,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,As,59.94
743,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,As,58.13
744,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,As,56.93
745,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,As,58.83
746,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,As,66.43
747,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,As,57.64
748,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,As,60.02
749,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,As,61.58
750,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,As,59.51
751,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,As,61.64
752,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,As,32.84
753,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,As,31.35
754,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,As,36.55
755,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,As,33.72
756,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,As,35.12
757,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,60.98
758,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,59.41
759,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,59.66
760,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,59.13
761,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,57.47
766,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,47.41
767,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,43
768,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,44.52
769,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,43.32
770,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,45.8
771,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,58.68
772,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,48.84
773,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,61.41
774,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,61.28
775,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,As,58.45
776,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,41.45
777,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,42.47
778,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,42.05
779,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,44.84
780,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,41.47
781,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,42.07
782,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,43.05
783,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,39.7
784,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,45.97
785,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,39.45
786,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,42.15
787,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,42.98
788,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,43.77
789,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,42.37
790,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,39.45
791,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,As,43.64
797,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,40.04
798,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,31.74
799,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,36.51
800,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,35.93
801,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,As,35.81
802,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,30.46
803,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,31.76
804,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,32.82
805,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,31.86
806,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,31.61
807,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,39.81
808,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,39.85
809,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,37.28
810,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,38.32
811,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,41.49
812,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,37.38
813,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,38.83
814,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,40.49
815,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,40.17
816,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,As,37.17
817,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,44.92
818,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,38.04
819,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,47.67
820,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,41.19
821,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,46.37
827,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,36.79
828,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,40.02
829,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,44.56
830,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,43.98
831,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,As,39.85
832,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,As,96.43
833,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,As,87.38
834,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,As,9.28
835,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,As,90.24
836,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,As,94.74
837,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,As,132.11
838,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,As,128.84
839,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,As,139.51
840,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,As,134.32
841,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,As,127.38
842,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,As,124.3
843,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,As,101.49
844,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,As,115.44
845,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,As,97.21
846,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,As,99.53
847,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,As,121.26
848,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,As,126.79
849,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,As,116.85
850,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,As,124.43
851,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,As,89.15
854,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,As,68.64
855,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,As,78.28
856,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,As,67.9
857,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,As,72.92
858,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,As,72.61
859,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,As,172.09
860,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,As,136.39
861,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,As,155.19
862,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,As,147.87
863,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,As,166.35
864,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,As,64.97
865,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,As,64.99
866,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,As,63.22
867,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,As,60.89
868,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,As,63.98
869,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,As,41.06
870,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,As,41.31
871,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,As,45.3
872,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,As,39.37
873,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,As,37.73
874,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,As,45.85
875,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,As,44.2
876,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,As,44.06
877,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,As,47.75
878,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,As,41.25
883,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,As,87.78
884,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,As,71.42
885,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,As,88.26
886,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,As,75.22
887,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,As,84.86
888,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,As,136.5
889,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,As,113.6
890,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,As,126.05
891,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,As,139.56
892,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,As,131.2
893,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,As,125.69
894,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,As,123.2
895,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,As,97.06
896,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,As,127.89
897,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,As,121.14
898,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,As,117.44
899,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,As,128.84
900,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,As,122.84
901,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,As,120.84
902,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,As,137.11
903,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,As,140.53
904,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,As,150.11
905,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,As,126.54
906,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,As,134.87
907,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,As,160
912,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,As,95.71
913,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,As,90.77
914,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,As,97.52
915,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,As,88.43
916,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,As,92.59
917,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,As,86.81
918,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,As,81
919,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,As,87.8
920,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,As,90.46
921,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,As,92.12
922,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,As,149.09
923,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,As,149.43
924,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,As,152.03
925,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,As,156.14
926,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,As,131.05
927,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,As,130.65
928,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,As,112.72
929,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,As,115.33
930,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,As,118.43
931,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,As,129.72
932,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,As,105.44
933,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,As,111.81
934,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,As,103.66
935,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,As,109.76
936,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,As,109.83
941,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,As,185.43
